0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 8, 5, 8, 0, 0, 0, 0, 0, 8, 3, 8, 0
0, 8, 5, 8, 0, 0, 0, 0, 0, 8, 3, 8, 0
0, 8, 8, 8, 0, 8, 1, 8, 0, 8, 8, 8, 0
0, 0, 0, 0, 0, 8, 1, 8, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 8, 8, 8, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 8, 2, 8, 0, 0, 0, 0, 0, 8, 4, 8, 0
0, 8, 2, 8, 0, 0, 0, 0, 0, 8, 4, 8, 0
0, 8, 8, 8, 0, 0, 0, 0, 0, 8, 8, 8, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
