0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0
0, 2, 4, 5, 3, 1, 8, 1, 3, 5, 4, 2, 0
0, 2, 4, 5, 3, 1, 1, 1, 3, 5, 4, 2, 0
0, 2, 4, 5, 3, 1, 8, 1, 3, 5, 4, 2, 0
6, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6
0, 2, 4, 5, 3, 1, 8, 1, 3, 5, 4, 2, 0
0, 2, 4, 5, 3, 1, 1, 1, 3, 5, 4, 2, 0
0, 2, 4, 5, 3, 1, 8, 1, 3, 5, 4, 2, 0
0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0
