0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0
1, 0, 3, 3, 0, 3, 3, 0, 3, 3, 0, 8, 0
1, 0, 5, 5, 0, 5, 5, 0, 5, 5, 0, 0, 0
1, 0, 5, 5, 0, 5, 5, 0, 5, 5, 0, 0, 0
1, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 8, 0
1, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 8, 0
1, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 8, 0
1, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 8, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0
8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
